location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,2000,Saugeye,Fingerlings,2716
OTTAWA RESERVOIR,-84.021753,41.014453,20,2000,Saugeye,Fingerlings,4074
INDIAN LAKE,-83.875493,40.467488,5036,2000,Saugeye,Fingerlings,353720
PIEDMONT LAKE,-81.213162,40.190368,2370,2000,Saugeye,Fingerlings,347984
MUSKINGUM RIVER (MUSKINGUM R),NULL,NULL,N/A,2000,Saugeye,Fingerlings,250472
RESTHAVEN POND #07,-82.830743,41.394242,59,1998,Channel Catfish,Yearling,1485
WILLS CREEK LAKE,-81.850408,40.157271,375,2000,Saugeye,Fingerlings,45888
HOOVER RESERVOIR,-82.881928,40.108163,2884,2000,Saugeye,Fingerlings,402476
EASTWOOD LAKE,-84.145686,39.782494,196,2000,Saugeye,Fingerlings,21032
LAKE LORAMIE,-84.362362,40.363606,869,2000,Saugeye,Fingerlings,164430
NORTH BALTIMORE RESERVOIR,-83.672003,41.172340,20,2000,Saugeye,Fingerlings,3132
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2000,Saugeye,Fingerlings,90828
RACCOON CREEK RESERVOIR,-82.976303,41.287540,36,2000,Saugeye,Fingerlings,4698
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2000,Saugeye,Fingerlings,10962
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2000,Saugeye,Fingerlings,68320
PLEASANT HILL LAKE,-82.324884,40.622857,783,2000,Saugeye,Fingerlings,85888
RESTHAVEN POND #11,-82.830743,41.394242,29,1998,Channel Catfish,Yearling,2111
RILEY RESERVOIR,-82.933241,40.827245,31,2000,Saugeye,Fingerlings,3904
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2000,Saugeye,Fingerlings,15616
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2000,Saugeye,Fingerlings,284992
ALUM CREEK LAKE,-82.963793,40.184249,3331,2000,Saugeye,Fingerlings,343552
LAKE LORAMIE,-84.362362,40.363606,869,2000,Saugeye,Fingerlings,152256
EASTWOOD LAKE,-84.145686,39.782494,196,2000,Saugeye,Fingerlings,19520
INDIAN LAKE,-83.875493,40.467488,5036,2000,Saugeye,Fingerlings,292800
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2000,Saugeye,Fingerlings,7808
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2000,Saugeye,Fingerlings,7808
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2000,Saugeye,Fingerlings,1952
MAUMEE BAY STATE PARK POND,-83.374627,41.680752,50,1998,Channel Catfish,Yearling,1320
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2000,Saugeye,Fingerlings,5856
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2000,Saugeye,Fingerlings,5856
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2000,Saugeye,Fingerlings,1952
METZGER RESERVOIR,-84.055351,40.741409,157,2000,Saugeye,Fingerlings,16951
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2000,Saugeye,Fingerlings,9246
HOOVER RESERVOIR,-82.881928,40.108163,2884,2000,Saugeye,Fingerlings,215740
BRESLER RESERVOIR,-84.229082,40.730660,582,2000,Yellow Perch,Fingerlings,122861
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2000,Yellow Perch,Fingerlings,21281
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2000,Yellow Perch,Fingerlings,273400
BRESLER RESERVOIR,-84.229082,40.730660,582,2000,Yellow Perch,Fingerlings,135135
EAST HARBOR STATE PARK POND,NULL,NULL,2,1998,Channel Catfish,Yearling,55
VETS MEMORIAL RESERVOIR,-83.455482,41.133320,157,2000,Yellow Perch,Fingerlings,11435
EASTWOOD LAKE,-84.145686,39.782494,196,2000,Channel Catfish,Fingerlings,7511
LAKE LORAMIE,-84.362362,40.363606,869,2000,Channel Catfish,Fingerlings,7030
MAUMEE BAY STATE PARK POND,-83.374627,41.680752,50,2000,Channel Catfish,Catchable,1512
LAKE LORAMIE,-84.362362,40.363606,869,2000,Channel Catfish,Catchable,794
INDIAN CREEK WA PONDS,NULL,NULL,N/A,2000,Largemouth Bass,Fingerlings,2178
FALLSVILLE WA PONDS,NULL,NULL,N/A,2000,Largemouth Bass,Fingerlings,605
TRANQUILITY  WILDLIFE AREA PONDS,NULL,NULL,N/A,2000,Largemouth Bass,Fingerlings,756
RESTHAVEN POND #08,-82.830743,41.394242,122,2000,Largemouth Bass,Fingerlings,5497
OLANDER LAKE,-83.709372,41.691181,24,1998,Channel Catfish,Yearling,1087
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,2000,Saugeye,Fingerlings,380
WILLARD RESERVOIR,-82.665177,41.057248,199,2000,Channel Catfish,Yearling,7138
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2000,Channel Catfish,Yearling,3866
NORWALK RESERVOIR #1,-82.589899,41.238347,32,2000,Channel Catfish,Yearling,755
NORWALK RESERVOIR #2,-82.582676,41.233947,52,2000,Channel Catfish,Yearling,1275
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2000,Channel Catfish,Yearling,2036
LAKE LECOMTE,-83.447149,41.115821,137,2000,Channel Catfish,Yearling,667
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2000,Channel Catfish,Yearling,813
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,1998,Channel Catfish,Yearling,631
GIERTZ LAKE,-83.559920,41.030365,5,2000,Channel Catfish,Yearling,129
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2000,Channel Catfish,Yearling,5516
OTTAWA RESERVOIR,-84.021753,41.014453,20,2000,Channel Catfish,Yearling,880
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,2000,Channel Catfish,Yearling,757
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,2000,Channel Catfish,Yearling,634
LAKE LECOMTE,-83.447149,41.115821,137,2000,Channel Catfish,Yearling,2517
NORTH RESERVOIR,-81.542618,41.001756,139,1998,Channel Catfish,Yearling,4993
VETS MEMORIAL RESERVOIR,-83.455482,41.133320,157,2000,Channel Catfish,Yearling,1480
RESTHAVEN POND #10,-82.830743,41.394242,216,2000,Channel Catfish,Yearling,3029
RESTHAVEN POND #11,-82.830743,41.394242,29,2000,Channel Catfish,Yearling,2101
VETS MEMORIAL RESERVOIR,-83.455482,41.133320,157,2000,Channel Catfish,Yearling,729
OLANDER LAKE,-83.709372,41.691181,24,2000,Channel Catfish,Yearling,725
MAUMEE BAY STATE PARK POND,-83.374627,41.680752,50,2000,Channel Catfish,Yearling,1303
HARRISON LAKE,-84.360311,41.639322,98,2000,Channel Catfish,Yearling,2626
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1998,Saugeye,Fingerlings,6688
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,1998,Channel Catfish,Yearling,661
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2000,Channel Catfish,Yearling,500
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2000,Channel Catfish,Yearling,1127
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2000,Channel Catfish,Yearling,1127
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2000,Channel Catfish,Yearling,353
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2000,Channel Catfish,Yearling,1334
POWERS RESERVOIR,-82.803509,40.721617,28,2000,Channel Catfish,Yearling,704
SHAWNEE STATE FOREST PONDS,NULL,NULL,N/A,2000,Largemouth Bass,Fingerlings,40
EGYPT VALLEY WA PONDS,NULL,NULL,N/A,2000,Largemouth Bass,Fingerlings,550
NORTH BALTIMORE RESERVOIR,-83.672003,41.172340,20,1998,Channel Catfish,Yearling,1459
WOODBURY WA PONDS,NULL,NULL,N/A,2000,Largemouth Bass,Fingerlings,600
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,390425
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,1209600
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,979200
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,534240
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,1155980
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,950400
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,1195425
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,1545600
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,1223600
SHELBY RESERVOIR #1,-82.659620,40.868949,12,1998,Channel Catfish,Yearling,353
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,545300
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fry,246840
EAST HARBOR STATE PARK POND,NULL,NULL,2,2001,Channel Catfish,Catchable,805
BRESLER RESERVOIR,-84.229082,40.730660,582,2001,Walleye,Fingerlings,90503
WILLARD RESERVOIR,-82.665177,41.057248,199,2001,Walleye,Fingerlings,29552
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2001,Walleye,Fingerlings,7388
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2001,Walleye,Fingerlings,12006
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2001,Walleye,Fingerlings,25858
LAKE LORAMIE,-84.362362,40.363606,869,2001,Saugeye,Fingerlings,81270
EASTWOOD LAKE,-84.145686,39.782494,196,2001,Saugeye,Fingerlings,19866
SHELBY RESERVOIR #3,-82.652779,40.909478,51,1998,Channel Catfish,Yearling,1288
COWAN LAKE,-83.924930,39.388295,694,2001,Saugeye,Fingerlings,101136
DEER CREEK LAKE,-83.244914,39.605639,1301,2001,Saugeye,Fingerlings,323274
INDIAN LAKE,-83.875493,40.467488,5036,2001,Saugeye,Fingerlings,404544
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2001,Saugeye,Fingerlings,18060
RILEY RESERVOIR,-82.933241,40.827245,31,2001,Saugeye,Fingerlings,5418
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2001,Saugeye,Fingerlings,27090
AMICK RESERVOIR,-82.822681,40.703148,53,2001,Saugeye,Fingerlings,7224
RACCOON CREEK RESERVOIR,-82.976303,41.287540,36,2001,Saugeye,Fingerlings,5418
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2001,Saugeye,Fingerlings,18963
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2001,Saugeye,Fingerlings,12642
POWERS RESERVOIR,-82.803509,40.721617,28,1998,Channel Catfish,Yearling,1402
PAULDING RESERVOIR,-84.591437,41.124255,67,2001,Saugeye,Fingerlings,6321
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2001,Saugeye,Fingerlings,253440
DELTA RESERVOIR #2,-84.013367,41.591180,52,2001,Saugeye,Fingerlings,5376
NORTH BALTIMORE RESERVOIR,-83.672003,41.172340,20,2001,Saugeye,Fingerlings,3072
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2001,Saugeye,Fingerlings,9216
OTTAWA RESERVOIR,-84.021753,41.014453,20,2001,Saugeye,Fingerlings,3840
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,2001,Saugeye,Fingerlings,2304
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2001,Saugeye,Fingerlings,4608
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2001,Saugeye,Fingerlings,13056
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2001,Saugeye,Fingerlings,4608
OTTAWA RESERVOIR,-84.021753,41.014453,20,1998,Channel Catfish,Yearling,1755
LIMA LAKE,-84.050626,40.757473,87,2001,Saugeye,Fingerlings,9216
LADUE RESERVOIR,-81.186490,41.406954,1478,2001,Walleye,Fingerlings,194789
ROCKY FORK LAKE,-83.439915,39.185034,1953,2001,Saugeye,Fingerlings,304386
INDIAN LAKE,-83.875493,40.467488,5036,2001,Saugeye,Fingerlings,34920
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2001,Walleye,Fingerlings,18854
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2001,Walleye,Fingerlings,12855
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fingerlings,115976
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fingerlings,154471
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2001,Yellow Perch,Fingerlings,149612
PAINT CREEK LAKE,-83.354080,39.250837,1177,2001,Saugeye,Fingerlings,234192
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1998,Channel Catfish,Yearling,1505
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2001,Saugeye,Fingerlings,268632
INDIAN LAKE,-83.875493,40.467488,5036,2001,Saugeye,Fingerlings,142352
LAKE LORAMIE,-84.362362,40.363606,869,2001,Saugeye,Fingerlings,37310
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2001,Saugeye,Fingerlings,68138
ALUM CREEK LAKE,-82.963793,40.184249,3331,2001,Saugeye,Fingerlings,52203
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fingerlings,113990
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2001,Walleye,Fingerlings,110826
BRESLER RESERVOIR,-84.229082,40.730660,582,2001,Yellow Perch,Fingerlings,40749
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2001,Yellow Perch,Fingerlings,166238
ALUM CREEK LAKE,-82.963793,40.184249,3331,2001,Saugeye,Fingerlings,277400
VETS MEMORIAL RESERVOIR,-83.455482,41.133320,157,1998,Channel Catfish,Yearling,4135
LAKE LORAMIE,-84.362362,40.363606,869,2001,Saugeye,Fingerlings,137750
ALUM CREEK LAKE,-82.963793,40.184249,3331,2001,Saugeye,Fingerlings,129330
INDIAN LAKE,-83.875493,40.467488,5036,2001,Saugeye,Fingerlings,220819
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2001,Yellow Perch,Fingerlings,25998
WILLARD RESERVOIR,-82.665177,41.057248,199,2001,Yellow Perch,Fingerlings,98421
BRESLER RESERVOIR,-84.229082,40.730660,582,2001,Yellow Perch,Fingerlings,116565
LIMA LAKE,-84.050626,40.757473,87,2001,Saugeye,Fingerlings,26824
BRESLER RESERVOIR,-84.229082,40.730660,582,2001,Yellow Perch,Fingerlings,92463
LAKE LORAMIE,-84.362362,40.363606,869,2001,Channel Catfish,Catchable,750
MALABAR FARM SP POND,NULL,NULL,2,2001,Channel Catfish,Catchable,750
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1998,Channel Catfish,Yearling,1880
RESTHAVEN POND #08,-82.830743,41.394242,122,2001,Largemouth Bass,Fingerlings,12516
COLD CREEK (LAKE ERIE),NULL,NULL,N/A,2001,Largemouth Bass,Fingerlings,2507
WNF PONDS (IRONTON UNIT),NULL,NULL,N/A,2001,Largemouth Bass,Fingerlings,1182
TURKEY RUN WA PONDS,NULL,NULL,N/A,2001,Largemouth Bass,Fingerlings,5213
SIPPO LAKE,-81.451672,40.803417,99,2001,Largemouth Bass,Fingerlings,1128
COOKS POND,NULL,NULL,3,2001,Largemouth Bass,Fingerlings,282
BRESLER RESERVOIR,-84.229082,40.730660,582,2001,Yellow Perch,Fingerlings,351
BUCYRUS RESERVOIR #2,-82.928506,40.812734,31,2001,Channel Catfish,Yearling,768
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,2001,Channel Catfish,Yearling,768
NEW LYME LAKE,-80.738800,41.581948,43,1998,Channel Catfish,Yearling,1506
RILEY RESERVOIR,-82.933241,40.827245,31,2001,Channel Catfish,Yearling,768
BUCYRUS RESERVOIR #1,-82.938242,40.827245,39,2001,Channel Catfish,Yearling,1008
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2001,Channel Catfish,Yearling,3516
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2001,Channel Catfish,Yearling,1508
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2001,Channel Catfish,Yearling,1523
PAULDING RESERVOIR,-84.591437,41.124255,67,2001,Channel Catfish,Yearling,1653
METZGER RESERVOIR,-84.055351,40.741409,157,2001,Channel Catfish,Yearling,4001
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2001,Channel Catfish,Yearling,3179
SCHOONOVER LAKE,-84.095553,40.750691,23,2001,Channel Catfish,Yearling,564
KILLDEER RESERVOIR,-83.384538,40.705486,251,2001,Channel Catfish,Yearling,6393
MOSQUITO LAKE,-80.758136,41.300057,7204,1994,Walleye,Fry,900000
MOSQUITO LAKE,-80.758136,41.300057,7204,1996,Walleye,Fry,2700000
MOSQUITO LAKE,-80.758136,41.300057,7204,1996,Walleye,Fry,2400000
MOSQUITO LAKE,-80.758136,41.300057,7204,1996,Walleye,Fry,2100000
MOSQUITO LAKE,-80.758136,41.300057,7204,1996,Walleye,Fry,2500000
MOSQUITO LAKE,-80.758136,41.300057,7204,2003,Walleye,Fry,4500000
MOSQUITO LAKE,-80.758136,41.300057,7204,2003,Walleye,Fry,4612500
MOSQUITO LAKE,-80.758136,41.300057,7204,2004,Walleye,Fry,9600000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,600000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,900000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,600000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,1950000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,1125000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,450000
MOSQUITO LAKE,-80.758136,41.300057,7204,1994,Walleye,Fry,2100000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,1650000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,900000
MOSQUITO LAKE,-80.758136,41.300057,7204,1997,Walleye,Fry,1200000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,1500000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,1050000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,1200000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,2250000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,2250000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,3600000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,3600000
MOSQUITO LAKE,-80.758136,41.300057,7204,1994,Walleye,Fry,3100000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,600000
MOSQUITO LAKE,-80.758136,41.300057,7204,1999,Walleye,Fry,4000000
MOSQUITO LAKE,-80.758136,41.300057,7204,2000,Walleye,Fry,1650000
MOSQUITO LAKE,-80.758136,41.300057,7204,2000,Walleye,Fry,1350000
MOSQUITO LAKE,-80.758136,41.300057,7204,2000,Walleye,Fry,900000
MOSQUITO LAKE,-80.758136,41.300057,7204,2000,Walleye,Fry,2550000
MOSQUITO LAKE,-80.758136,41.300057,7204,2000,Walleye,Fry,4500000
MOSQUITO LAKE,-80.758136,41.300057,7204,2000,Walleye,Fry,2250000
MOSQUITO LAKE,-80.758136,41.300057,7204,2001,Walleye,Fry,2400000
MOSQUITO LAKE,-80.758136,41.300057,7204,2001,Walleye,Fry,1800000
MOSQUITO LAKE,-80.758136,41.300057,7204,1995,Walleye,Fry,3900000
MOSQUITO LAKE,-80.758136,41.300057,7204,2001,Walleye,Fry,900000
MOSQUITO LAKE,-80.758136,41.300057,7204,2001,Walleye,Fry,3600000
MOSQUITO LAKE,-80.758136,41.300057,7204,2002,Walleye,Fry,2850000
MOSQUITO LAKE,-80.758136,41.300057,7204,2002,Walleye,Fry,6150000
MOSQUITO LAKE,-80.758136,41.300057,7204,2002,Walleye,Fry,1950000
MOSQUITO LAKE,-80.758136,41.300057,7204,1995,Walleye,Fry,3150000
MOSQUITO LAKE,-80.758136,41.300057,7204,1995,Walleye,Fry,2900000
MOSQUITO LAKE,-80.758136,41.300057,7204,1995,Walleye,Fry,3300000
MOSQUITO LAKE,-80.758136,41.300057,7204,1995,Walleye,Fry,5750000
MOSQUITO LAKE,-80.758136,41.300057,7204,1996,Walleye,Fry,2400000
EAST FORK LAKE,-84.151688,39.022284,2107,2003,Hybrid-Striped Bass,Fry,770000
EAST FORK LAKE,-84.151688,39.022284,2107,2003,Hybrid-Striped Bass,Fry,330000
EAST FORK LAKE,-84.151688,39.022284,2107,2004,Striped Bass (male) x White bass (female),Fry,1200000
EAST FORK LAKE,-84.151688,39.022284,2107,2005,Striped Bass (male) x White bass (female),Fry,1080000
EAST FORK LAKE,-84.151688,39.022284,2107,2001,Hybrid-Striped Bass,Fry,350000
EAST FORK LAKE,-84.151688,39.022284,2107,2001,Hybrid-Striped Bass,Fry,150000
EAST FORK LAKE,-84.151688,39.022284,2107,2001,Striped Bass (male) x White bass (female),Fry,750000
EAST FORK LAKE,-84.151688,39.022284,2107,2002,Hybrid-Striped Bass,Fry,500000
EAST FORK LAKE,-84.151688,39.022284,2107,2002,Hybrid-Striped Bass,Fry,660000
LAKE SNOWDEN,-82.187924,39.250071,143,1989,Channel Catfish,Yearling,3275
LAKE SNOWDEN,-82.187924,39.250071,143,1983,Northern Pike,Fingerlings,1310
LAKE TEAL,-84.677040,41.678009,1,1986,Bluegill,Fingerlings,500
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1989,Walleye,Fingerlings,2250
LAKE WHITE,-83.013789,39.101454,333,1983,Channel Catfish,Fingerlings,32000
LAKE WHITE,-83.013789,39.101454,333,1988,Channel Catfish,Yearling,3077
LAKE WHITE,-83.013789,39.101454,333,1988,Channel Catfish,Yearling,1923
LAKE WHITE,-83.013789,39.101454,333,1989,Channel Catfish,Yearling,5000
LAKE WHITE,-83.013789,39.101454,333,1986,Saugeye,Fingerlings,20260
LAKE WHITE,-83.013789,39.101454,333,1988,Saugeye,Fingerlings,20221
LAKE WHITE,-83.013789,39.101454,333,1989,Saugeye,Fingerlings,7302
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1982,Yellow Perch,Fingerlings,4500
LEESVILLE LAKE,-81.194548,40.468665,1011,1982,Walleye,Fingerlings,25000
LEESVILLE LAKE,-81.194548,40.468665,1011,1982,Walleye,Fingerlings,10000
LEESVILLE LAKE,-81.194548,40.468665,1011,1983,Walleye,Fingerlings,20800
LEESVILLE LAKE,-81.194548,40.468665,1011,1982,Muskellunge,Adv. Fingerlings,2000
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1984,Yellow Perch,Fingerlings,2250
LEESVILLE LAKE,-81.194548,40.468665,1011,1983,Muskellunge,Adv. Fingerlings,1050
LEESVILLE LAKE,-81.194548,40.468665,1011,1983,Muskellunge,Adv. Fingerlings,1000
LEESVILLE LAKE,-81.194548,40.468665,1011,1984,Muskellunge,Fingerlings,2000
LEESVILLE LAKE,-81.194548,40.468665,1011,1984,Muskellunge,Fingerlings,770
LEESVILLE LAKE,-81.194548,40.468665,1011,1984,Muskellunge,Adv. Fingerlings,660
LEESVILLE LAKE,-81.194548,40.468665,1011,1984,Muskellunge,Adv. Fingerlings,260
LEESVILLE LAKE,-81.194548,40.468665,1011,1986,Muskellunge,Adv. Fingerlings,2010
LEESVILLE LAKE,-81.194548,40.468665,1011,1987,Muskellunge,Adv. Fingerlings,2000
LEESVILLE LAKE,-81.194548,40.468665,1011,1988,Muskellunge,Adv. Fingerlings,1250
LEESVILLE LAKE,-81.194548,40.468665,1011,1988,Muskellunge,Adv. Fingerlings,285
LEESVILLE LAKE,-81.194548,40.468665,1011,1989,Muskellunge,Adv. Fingerlings,2002
LEESVILLE LAKE,-81.194548,40.468665,1011,1985,Muskellunge,Adv. Fingerlings,1002
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1987,Channel Catfish,Fingerlings,3750
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1988,Channel Catfish,Yearling,870
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1988,Channel Catfish,Yearling,655
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1989,Channel Catfish,Fingerlings,1500
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1982,Largemouth Bass,Fingerlings,900
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1982,Northern Pike,Fingerlings,600
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1983,Northern Pike,Fingerlings,600
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1986,Northern Pike,Fingerlings,600
LEIPSIC RESERVOIR (OLD),-83.928830,41.106385,27,1987,Northern Pike,Fingerlings,600
LIMA LAKE,-84.050626,40.757473,87,1983,Channel Catfish,Fingerlings,8580
LIMA LAKE,-84.050626,40.757473,87,1987,Channel Catfish,Yearling,2125
LIMA LAKE,-84.050626,40.757473,87,1989,Channel Catfish,Fingerlings,1785
LIMA LAKE,-84.050626,40.757473,87,1989,Channel Catfish,Fingerlings,2467
LIMA LAKE,-84.050626,40.757473,87,1989,Channel Catfish,Fingerlings,2500
LIMA LAKE,-84.050626,40.757473,87,1987,Walleye,Fingerlings,4250
LIMA LAKE,-84.050626,40.757473,87,1984,Saugeye,Fingerlings,4250
LIMA LAKE,-84.050626,40.757473,87,1985,Saugeye,Fingerlings,4250
LIMA LAKE,-84.050626,40.757473,87,1986,Saugeye,Fingerlings,4250
LIMA LAKE,-84.050626,40.757473,87,1988,Saugeye,Fingerlings,5100
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1984,Channel Catfish,Fingerlings,6106
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1987,Channel Catfish,Yearling,661
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1987,Channel Catfish,Yearling,1379
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1987,Channel Catfish,Yearling,928
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1989,Channel Catfish,Fingerlings,5800
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1984,Walleye,Fingerlings,7200
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1986,Walleye,Fingerlings,3711
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1987,Walleye,Fingerlings,5904
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1988,Walleye,Fingerlings,3630
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1988,Walleye,Fingerlings,3630
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1984,Yellow Perch,Fingerlings,12000
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1982,Smallmouth Bass,Fingerlings,18876
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1982,Brown Trout,Fingerlings,34260
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1983,Brown Trout,Fingerlings,31892
RILEY RESERVOIR,-82.933241,40.827245,31,1983,Bluegill,Fingerlings,30000
RILEY RESERVOIR,-82.933241,40.827245,31,1987,Channel Catfish,Fingerlings,3750
RILEY RESERVOIR,-82.933241,40.827245,31,1988,Channel Catfish,Yearling,1679
RILEY RESERVOIR,-82.933241,40.827245,31,1988,Channel Catfish,Yearling,750
RILEY RESERVOIR,-82.933241,40.827245,31,1989,Channel Catfish,Fingerlings,2000
